"deploymentID", "expedition", "timestamp", "loggerName", "variable", "value", "siteID", "siteName", "x", "y", "startTime", "endTime"
55,"VjosaSpring2018",1524733200,"pig","light intensity",82667.2,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524733800,"pig","air temperature",32.291,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524733800,"pig","light intensity",88178.4,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524734400,"pig","air temperature",32.497,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524734400,"pig","light intensity",93689.5,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524735000,"pig","air temperature",34.058,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524735000,"pig","light intensity",104711.8,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524735600,"pig","air temperature",35.115,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524735600,"pig","light intensity",110223.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524736200,"pig","air temperature",36.187,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524736200,"pig","light intensity",115734.1,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524736800,"pig","air temperature",35.542,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524736800,"pig","light intensity",126756.4,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524737400,"pig","air temperature",34.268,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524737400,"pig","light intensity",137778.7,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524738000,"pig","air temperature",34.163,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524738000,"pig","light intensity",143289.8,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524738600,"pig","air temperature",34.058,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524738600,"pig","light intensity",154312.1,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524739200,"pig","air temperature",34.374,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524739200,"pig","light intensity",159823.3,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
